1.2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,2,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,4,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
0,0,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
0,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
0,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
